COD_AJ_APUR;"DESCRICAO";INICIO;FIM
GO020154;"Crédito outorgado para o produtor, na operação de saída interestadual com gado bovino para abate. -RCTE - Art. 12, XV - ANEXO IX";2017-07-01;2018-02-28
GO020155;"Crédito outorgado para o estabelecimento fabricante de água mineral, natural ou artificial, inclusive o estabelecido em outra unidade da federação quanto às operações destinadas a este Estado. -RCTE - Art. 11, LXXIII - ANEXO IX.";2017-02-01;
GO020156;"Crédito outorgado correspondente à aquisição de arroz ou feijão produzidos no Estado de Goiás. RCTE - Inciso XXXI do Art. 11 do Anexo IX";2017-11-01;
GO020157;"Crédito outorgado correspondente à aquisição dos demais produtos agrícolas produzidos no Estado de Goiás. RCTE - Inciso XXXI do Art. 11 do Anexo IX";2017-11-01;
GO020158;"Crédito Outorgado PROGOIÁS – Art. 4º, Dec. 9.724/20.";2020-10-01;
GO020159;"Créd.rel. ao est. de merc.do opt. do S. Nac., na mud. de reg., corresp. à aquis. de mat.-prima, ins., mat. de emb. exist. em seu est. na data da mud. do reg., obs. a leg. trib.– Op. incent. pelo PROGOIÁS/FOM./ PROD.- Art. 46, IV e § 1º, IV do RCTE.";2020-10-01;
GO020160;"Cr. out. qdo não apropri. no per. em que ocorrer a op. ou prest., cujo aprov. foi autor. pelo Sup. da Rec. Estad., em caso de rec. após decisão denegatória do aproveit. do créd., op. incentivadas pelo PROGOIÁS/FOM./ PROD.- RCTE - Art. 10, § 2º - Anexo IX.";2020-10-01;
GO020161;"Crédito presumido aplicável diretamente sobre o valor das operações tributadas pelo ICMS, com produtos industrializados pelo beneficiário do PROGOIÁS – Art. 21 do Dec. 9.724/20.";2020-10-01;
GO020162;"Cr. out. qdo não aprop. no período em que ocorrer a op. ou prest, desde que a escrit seja feita até fevereiro do ano seg. Não se aplica aos benef fiscais sujeitos ao PROTEGE. – op incent pelo PROGOIÁS/FOMENTAR/ PRODUZIR - Art. 10, § 1º, Anexo IX, RCTE";2021-01-01;
GO020162;"Cr. out. qdo não apropriado no período em que ocorrer a op. ou prestação, cujo aproveitamento foi autorizado pelo titular da Delegacia Regional de Fiscalização – operações incentivadas pelo PROGOIÁS/FOMENTAR/ PRODUZIR.- Art. 10, § 1º - Anexo IX";2020-10-01;2020-12-31
GO020163;"Cr. out. qdo não aprop. no período em que ocorrer a operação ou prest, cujo aprov foi aut pelo titular da DRF, após verif. a reg do crédito, exceto B Fiscal suj ao PROTEGE – op não incent pelo PROGOIÁS/FOMENTAR/ PRODUZIR- Art. 10, § 1º-A, Anexo IX, RCTE";2021-01-01;
GO020164;"Cr. out. qdo não aprop. no período em que ocorrer a operação ou prest, cujo aprov foi aut pelo titular da DRF, após verif. a reg do crédito, exceto B Fiscal suj ao PROTEGE – op incent pelo PROGOIÁS/FOMENTAR/ PRODUZIR- Art. 10, § 1º-A, Anexo IX,RCTE";2021-01-01;
GO020165;"Créd. Out p a dist. de e. elét, o equiv ao % estab. s/ o vlr total dos déb. de saída do mês de ref., no fornec de e. elét, em subst. ao est. de déb. ou ..., decor. de erros na emis de NF/Conta de E Elét. Art. 11, LXXV. Anexo IX.";2021-05-01;
GO020166;"Créd. Out PROGOIÁS RURAL no % estabelecido na legislação para o feijão. Art. 3º, I, do Dec. 9.928/2021.";2021-09-02;
GO020166;"Créd. Out PROGOIÁS RURAL no % estabelecido na legislação para o feijão. Art. 3º, I, do Dec. 9.667/2021.";2021-09-01;2021-09-01
GO020167;"Créd. Out PROGOIÁS RURAL no % estabelecido na legislação para o milho. Art. 3º, II, do Dec. 9.667/2021.";2021-09-01;2021-09-01
GO020167;"Créd. Out PROGOIÁS RURAL no % estabelecido na legislação para o milho. Art. 3º, II, do Dec. 9.928/2021.";2021-09-02;
GO020168;"Créd. Out PROGOIÁS RURAL no % estabelecido na legislação para o peixe. Art. 3º, III, do Dec. 9.928/2021.";2021-09-02;
GO020168;"Créd. Out PROGOIÁS RURAL no % estabelecido na legislação para o peixe. Art. 3º, III, do Dec. 9.667/2021.";2021-09-01;2021-09-01
GO020169;"Crédito Outorgado projeto cultural, Art. 12, XIX, f, 1.2, Anexo IX, RCTE.";2021-12-01;2023-02-28
GO020170;"ICMS próprio devido pela refinaria ou suas bases ou por estabelecimento a ela equiparado, relativo a operações com Diesel A, na parte que exceder o montante previsto no §4º, II, ""a"", do art 265, Anexo XII, RCTE.";2022-04-01;
GO020171;"Crédito Outorgado – Industrializador de soja produzida em Goiás efetivamente industrializada – art. 11, XXXI-A do Anexo IX do RCTE.";2023-02-01;
GO020172;"Crédito Outorgado – Operação via internet – e-commerce – art. 11, LXXVI, ‘a’ do Anexo IX do RCTE.";2023-02-01;
GO020173;"Crédito Outorgado – Operação via internet – e-commerce – art. 11, LXXVI, ‘b’ do Anexo IX do RCTE.";2023-02-01;
GO020174;"Crédito Outorgado para o contribuinte do ICMS que apoiar financeiramente projeto cultural vinculado à Secretaria de Estado da Cultura - SECULT. Art 11, LXXVII do Anexo IX do RCTE.";2023-02-01;
GO020175;"Crédito do ICMS Retido - Diferença entre BC-ST- 10/2016 a 03/2023 - Dec 10.202/23.";2023-06-01;
GO020176;"Crédito do ICMS nas aquisições de combustíveis sujeitos a tributação monofásica utilizados como insumo pelo sujeito passivo, desde que não haja vedação do crédito. Conv. ICMS 26/2023, Claúsula 1ª.";2023-04-28;
GO020177;"Crédito Outorgado correspondente à aquisição de soja produzida no Estado de Goiás - art. 11, XXXI-A do Anexo IX do RCTE.";2023-02-01;
GO020178;"Crédito Outorgado para ind. de etanol  no percentual estabelecido na legislação sobre o valor da oper. Interestadual com o produto especificado – Art. 11, LXXVIII, Anexo IX do RCTE.";2024-04-01;
GO020179;"Crédito do imposto destacado na NF3e substituída nos termos previstos no art. 181-Q do regulamento, quando ela tiver sido escriturada com débito do imposto. Art. 47, VIII do RCTE.";2022-05-01;
GO020180;"Crédito de ICMS ao contribuinte do PROGOIÁS que utiliza o crédito presumido, relativo a proporção das operações ou prestações de saídas de mercadorias destinadas ao exterior sobre o total dessas saídas no período de apuração nos termos da legislação. Art. 2º, § único do Anexo II do Dec. 9.724/2020.";2020-10-01;
GO020181;"Crédito por entradas a serem apropriados por contribuintes optantes do Crédito Presumido, inclusive PROGOIÁS, em virtude da transferência de mercadorias para outro contribuinte de mesma titularidade. Art. 12, §§ 4º ou 5º da LC 204/2023.";2023-12-01;
GO029999;"Código genérico em função da inexistência de código específico previsto na tabela. ICMS Próprio";2009-01-01;2010-07-31
GO030001;"Estorno de débito referente ao ICMS lançado na remessa para venda fora do estabelecimento (retorno de mercadorias não vendidas). RCTE - Art. 28, § 4º, V, “a” - Anexo XII";2009-01-01;
GO030002;"Estorno de déb. Ref. à transf. de cr. pelo produtor rural, em que o adq. assume a condição de substituto tributário, no período em que tomar ciência da decisão da não aut. da transf. por parte da SEFAZ. RCTE - Art. 46, § 1º, I";2009-01-01;
GO030003;"Estorno de débito nos casos autorizados por TARE ou despacho fundamentado do delegado ou superintendente.";2009-01-01;
GO030004;"Estorno de débito conforme previsto no Convênio ICMS 84/2005";2009-01-01;
GO030005;"Estorno referente ao cancelamento de bilhete de passagem rodoviário, escriturado antes do início da prestação do serviço, havendo direito de restituição do valor ao usuário.-RCTE - Art. 215, §2º e Art. 247 do Anexo XI.";2009-01-01;2009-12-31
GO030005;"Estorno referente ao cancelamento de bilhete de passagem rodoviário, escriturado antes do início da prestação do serviço, havendo direito de restituição do valor ao usuário.";2010-01-01;2010-01-01
GO030005;"Estorno referente ao cancelamento de bilhete de passagem rodoviário, escriturado antes do início da prestação do serviço, havendo direito de restituição do valor ao usuário.-RCTE - Art. 215, §2º e Art. 247 do Anexo XI.";2010-01-02;2019-06-30
GO030005;"Estorno referente ao cancelamento de BP-e, cujo imposto já tenha sido pago antes da prestação do serviço, havendo direito de restituição do valor ao usuário.";2019-07-01;
GO030006;"Estorno de débito do BP-e substituído.";2019-07-01;
GO030007;"Estorno do débito de diferencial de alíquotas de material de uso e consumo/ativo imobilizado em caso de devolução. RCTE - Art. 46, I, V e Art. 522, I.";2017-01-01;
GO039999;"Código genérico em função da inexistência de código específico previsto na tabela. ICMS Próprio";2009-01-01;2010-07-31
GO040001;"ICMS Próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR, crédito relativo ao valor adicional de 2% na alíquota de ICMS. PROTEGE. Reg. 1210. CTE - Art. 27, § 5º e Art. 6 - IN 784/06";2009-01-01;
GO040002;"ICMS média FOMENTAR/PRODUZIR, crédito relativo ao valor adicional de 2% na alíquota de ICMS. PROTEGE. Reg. 1210. CTE - Art. 27, § 5º e Art. 6 - IN. 784/06";2009-01-01;
GO040003;"ICMS parcela não financiada FOMENTAR/PRODUZIR, crédito relativo ao valor adicional de 2% na alíquota de ICMS. PROTEGE. Reg. 1210. CTE - Art. 27, § 5º e Art. 6 - IN. 784/06";2009-01-01;
GO040004;"ICMS Próprio ou Oper. não Incentivada FOMENTAR/PRODUZIR, pela diferença a maior, entre o ICMS pago em parcelas, em perc. do imposto apurado no período anterior, e o valor apur. para o período de refer. Reg. 1200. IN 768/06 - § 2º I e demais similares";2009-01-01;2017-03-31
GO040004;"ICMS Próprio ou Oper. não Incentivada FOMENTAR/PRODUZIR, pela diferença a maior, entre o ICMS pago em parcelas, em perc. do imposto apurado no período anterior, e o valor apur. para o período de refer. Reg. 1200. IN 155/94, 841/07 (GSF) e posteriores";2017-04-01;
GO040005;"ICMS média FOMENTAR/PRODUZIR, pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apurado para o período de referência. Reg. 1200. IN 768/06 - § 2º I e demais similares";2009-01-01;2017-03-31
GO040005;"ICMS média FOMENTAR/PRODUZIR, pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apurado para o período de referência. Reg. 1200. IN 155/94, 841/07 (GSF) e posteriores";2017-04-01;
GO040006;"ICMS parcela não financiada - FOMENTAR/PRODUZIR, pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apur. para o período de refer. Reg. 1200. IN 768/06 - § 2º I e demais similares";2009-01-01;2017-03-31
GO040006;"ICMS parcela não financiada - FOMENTAR/PRODUZIR, pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apur. para o período de refer. Reg. 1200. IN 155/94, 841/07 (GSF) e posteriores";2017-04-01;
GO040007;"Valor do ICMS Financiado sobre as Operações Incentivadas, limitado ao percentual do TARE (FOMENTAR e PRODUZIR: até 73%; MICROPRODUZIR até 90%) . IN 885/07-GSF";2009-01-01;
GO040008;"Valor do ICMS financiado sobre operações destinadas a contribuinte (CENTROPRODUZIR Lei nº 13.844/01 Art.  3, I, a) ou com mercadoria adquirida de terceiros para distribuição ou revenda. Art. 4º, I, a, 2 do Dec. nº 7.020/09 (PROGREDIR).";2009-01-01;
GO040009;"Valor do ICMS financiado sobre operações destinadas a não contribuinte (CENTROPRODUZIR Lei nº 13.844/01 Art.  3, I, b) ou para as operações não destinadas a comerc, prod. ou industrialização. Art. 4º, I, b do Dec. nº 7.020/09 (PROGREDIR).";2009-01-01;
GO040010;"ICMS média FOMENTAR/PRODUZIR, pagamento antecipado ICMS saída interestadual. Reg. 1210. RCTE - Art. 340 § 1º IV e IN 598/03";2009-01-01;
GO040011;"ICMS parcela não financiada - FOME/PROD, pagamento antecipado ICMS saída interestadual. Reg. 1210. RCTE - Art. 340 § 1º IV e IN 598/03";2009-01-01;
GO040012;"ICMS Próprio ou Operações não Incenti-FOMENTAR/PRODUZIR, pagamento antecipado ICMS saída interestadual. Reg. 1210. RCTE - Art. 340 § 1º IV e IN 598/03";2009-01-01;
GO040013;"ICMS média FOMENTAR/PRODUZIR, instalar Ind. Biodiesel. Reg. 1210. RCTE - Art. 11, XLIX - Anexo IX";2009-01-01;2013-12-31
GO040014;"ICMS parcela não financiada FOMENTAR/PRODUZIR, instalar Industria biodiesel. Reg. 1210. RCTE - Art. 11, XLIX - Anexo IX";2009-01-01;2013-12-31
GO040015;"ICMS Próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR,instalar Ind biodiesel. Reg. 1210. RCTE - Art. 11, XLIX - Anexo IX";2009-01-01;2013-12-31
GO040016;"ICMS média FOMENTAR/PRODUZIR, GOYAZES. Reg. 1210. RCTE - Art. 11, XXII - Anexo IX";2009-01-01;2018-12-31
GO040017;"ICMS parcela não financiada - FOMENTAR/PRODUZIR, GOYAZES. Reg. 1210. RCTE - Art. 11, XXII - Anexo IX";2009-01-01;2018-12-31
GO040018;"ICMS Próprio ou Operações não Incentivada - FOMENTAR/PRODUZIR, GOYAZES. Reg. 1210. RCTE - Art. 11, XXII - Anexo IX";2009-01-01;2018-12-31
GO040019;"ICMS média FOMENTAR/PRODUZIR, cr. out. ao ind. alcooleiro do FOMENTAR/PRODUZIR, na oper. com álcool etílico anidro combustível. Reg. 1210. RCTE - Art. 11, XXVI - Anexo IX";2009-01-01;2024-11-30
GO040019;"ICMS média FOMENTAR/PRODUZIR, cr. out. ao ind. alcooleiro do FOMENTAR/PRODUZIR, na oper. com álcool etílico anidro combustível. Reg. 1210. - Art. 11, XXVI e XXVI-A, Anexo IX, RCTE.";2024-12-01;
GO040020;"ICMS parcela não financiada FOMENTAR/PRODUZIR, cr. out. ao ind. alcooleiro do FOMENTAR/PRODUZIR, na oper. com álcool etílico anidro combustível. Reg. 1210. RCTE - Art. 11, XXVI - Anexo IX";2009-01-01;2024-11-30
GO040020;"ICMS parcela não financiada FOMENTAR/PRODUZIR, cr. out. ao ind. alcooleiro do FOMENTAR/PRODUZIR, na oper. com álcool etílico anidro combustível Reg. 1210. - Art. 11, XXVI e XXVI-A, Anexo IX, RCTE.";2024-12-01;
GO040021;"ICMS Próprio ou Operações não Incentivada FOMENTAR/PRODUZIR, cr. out. ao ind. alcooleiro do FOMENTAR/PRODUZIR, na oper. com álcool etílico anidro combustível. Reg. 1210. RCTE - Art. 11, XXVI - Anexo IX";2009-01-01;2024-11-30
GO040021;"ICMS Próprio ou Operações não Incentivada FOMENTAR/PRODUZIR, cr. out. ao ind. alcooleiro do FOMENTAR/PRODUZIR, na oper. com álcool etílico anidro combustível. Reg. 1210. - Art. 11, XXVI e XXVI-A, Anexo IX, RCTE.";2024-12-01;
GO040022;"ICMS média FOMENTAR/PRODUZIR, cheque moradia, origem reg. 1210. RCTE - Art. 11, XXVII e § 5º II, “e” - Anexo IX";2009-01-01;
GO040023;"ICMS média FOMENTAR/PRODUZIR, cheque moradia, origem reg. 1210. RCTE - Art. 11, XXVII e § 5º II, “e” - Anexo IX";2009-01-01;2012-02-02
GO040023;"ICMS parcela não financiada - FOMENTAR/PRODUZIR, cheque moradia. Reg. 1210.  -RCTE - Art. 11, XXVII e § 5º II, ""e""  - Anexo IX";2012-02-03;
GO040024;"ICMS Próprio ou Operações não Incentivada - FOMENTAR/PRODUZIR, cheque moradia. Reg. 1210. RCTE - Art. 11, XXVII e § 5º II, “e” - Anexo IX";2009-01-01;
GO040025;"ICMS parcela não financida - FOMENTAR/PRODUZIR, PROTEGE apoio financeiro. Reg. 1210. RCTE - Art. 11, XXXVI - Anexo IX e Lei 14.469, Art. 9º, I.";2009-01-01;2018-12-31
GO040026;"ICMS Próprio ou Operações não Incentivada - FOMENTAR/PRODUZIR, PROTEGE apoio financeiro. Reg. 1210. RCTE - Art. 11, XXXVI - Anexo IX e Lei 14.469, Art. 9º, I.";2009-01-01;2018-12-31
